id,word,pos,part,section,japanese,sentence,sentence_ja
819,defeat,verb,2,9,を負かす（≒ beat）；を失敗させる,The champion was determined to defeat his rival in the final match.,チャンピオンは決勝戦でライバルを打ち負かすことを決意を固めていた。
820,convert,verb,2,9,を変える；を改宗［転向］させる；を交換する,The old warehouse was successfully converted into a modern art gallery.,その古い倉庫は、現代アートギャラリーにうまく転用されました。
821,wed,verb,2,9,と結婚する；を（～と）結婚させる（to）,The couple decided to wed in a private ceremony.,そのカップルは、内輪の式で結婚することに決めた。
822,delight,verb,2,9,を喜ばせる；（～を）大いに喜ぶ（in）,The unexpected holiday delighted all the employees.,予期せぬ休暇は、すべての従業員を大いに喜ばせた。
823,boost,noun,2,9,を押し上げる；を増加させる,Winning the game gave a big boost to the team's morale.,試合に勝ったことが、チームの士気を大いに高めた。
824,endure,verb,2,9,に耐える（≒ put up with）；（に）持ちこたえる,Many people had to endure significant hardships during the war.,多くの人々は戦争中、多大な困難に耐えなければなりませんでした。
825,correspond,verb,2,9,一致する；（～に）相当する（to）；文通する,The findings of the new study perfectly correspond with the previous research.,新しい研究の結果は、先行研究と完全に一致している。
826,impose,verb,2,9,を課す；を押しつける,The government decided to impose stricter regulations on the banking industry after the financial crisis.,政府は金融危機後、銀行業界により厳しい規制を課すことを決定した。
827,rescue,verb,2,9,を救う,It took a coordinated effort from several agencies to rescue the hikers stranded on the remote mountain.,人里離れた山で孤立したハイカーたちを救助するためには、複数の機関が連携した努力が求められた。
828,resolve,verb,2,9,を解決する；を決意する；を議決する,She resolved to study harder for her entrance exams.,彼女は入学試験のためにもっと熱心に勉強しようと決意した。
829,register,verb,2,9,を記録する，登録する；（～に）登録する（for）,Students are required to register for their chosen courses by the end of the first week of classes.,学生は、選択した科目に授業初週の終わりまでに登録する必要があります。
830,interrupt,verb,2,9,を中断させる；（の）邪魔をする,The meeting was interrupted by a sudden power outage.,突然の停電により、会議は中断された。
831,rid,verb,2,9,から（～を）取り除く，除去する（of）,We must get rid of old habits to make progress.,私たちは前進するために、古い習慣を取り除く必要がある。
832,prohibit,verb,2,9,を禁止する,The regulations strictly prohibit the use of mobile phones during the examination.,その規則は、試験中の携帯電話の使用を厳しく禁止している。
833,compose,verb,2,9,を構成する；を創作する；を鎮静する,The human body is composed of billions of cells.,人体は、何十億もの細胞で構成されています。
834,misunderstand,verb,2,9,（を）誤解する,The subtle nuances of a foreign language can often cause people to misunderstand the speaker's true meaning.,外国語の微妙なニュアンスは、しばしば人々が話し手の真意を誤解する原因となることがあります。
835,punish,verb,2,9,を罰する；に損傷を与える,Parents sometimes need to punish their children to teach them right from wrong.,親は、子供に善悪を教えるために、ときには罰する必要がある。
836,ruin,verb,2,9,をだめにする；を破滅させる；破滅する,A sudden power outage could ruin all the unsaved work on the computer.,突然の停電で、コンピューターに保存されていない作業がすべて台無しになる可能性があります。
837,defend,verb,2,9,を防御する；を弁護する,"It is crucial to defend the rights of all citizens, especially those who are most vulnerable.",全ての市民の権利、特に最も弱い立場にある人々の権利を擁護することは、極めて重要である。
838,embrace,verb,2,9,を受け入れる；（を）抱擁する；を包含する,The company decided to embrace new technologies to stay competitive in the market.,その会社は、市場での競争力を維持するために、新しい技術を受け入れることを決定した。
839,modify,verb,2,9,を修正する；を緩和する,The architect decided to modify the original design based on the client's feedback.,建築家は、クライアントのフィードバックに基づいて、元のデザインを修正することを決定した。
840,qualify,verb,2,9,（人）に資格を与える；資格がある,"To qualify for the scholarship, students must maintain a GPA of 3.5 or higher.",奨学金の応募資格を得るには、学生は3.5以上のGPAを維持しなければなりません。
841,passion,noun,2,9,情熱；熱中；激怒,His passion for science led him to pursue a career in research.,彼の科学への情熱が、彼を研究職の道へと導いた。
842,enthusiasm,noun,2,9,（～への）熱情，熱意（for）,"Despite the initial difficulties, the team tackled the project with remarkable enthusiasm.",当初の困難にもかかわらず、チームは目覚ましい熱意をもってそのプロジェクトに取り組んだ。
843,phase,noun,2,9,段階，局面；側面,The construction of the new university library is now entering its final phase.,新しい大学図書館の建設は、現在最終段階に入っています。
844,mode,noun,2,9,方式；気分；形態；流行,"The artist's latest work explores new modes of visual storytelling, blending traditional techniques with digital media.",その芸術家の最新作は、伝統的な技術とデジタルメディアを融合させながら、視覚的物語表現の新しい様式を探求しています。
845,span,noun,2,9,期間；範囲,The average span of a human life has increased significantly over the past century.,過去1世紀で、人間の平均寿命は著しく延びました。
846,gravity,noun,2,9,重力，引力；重量；重大さ,The government fully understood the gravity of the economic crisis.,政府は経済危機の重大さを十分に理解していた。
847,orbit,noun,2,9,軌道；（活動・勢力などの）範囲,Many smaller companies operate within the orbit of a large multinational corporation.,多くの小規模企業が、大規模な多国籍企業の影響圏内で事業を行っている。
848,asteroid,noun,2,9,小惑星（≒ minor planet）；ヒトデ（＝ starfish）,"Astronomers continuously monitor thousands of asteroids in our solar system, some of which could potentially pose a threat to Earth.",天文学者は、私たちの太陽系内の何千もの小惑星を絶えず監視しており、その中には地球に潜在的な脅威をもたらす可能性のあるものも含まれている。
849,core,noun,2,9,核心；芯,At the core of his philosophy was a belief in human equality.,彼の哲学の核心には、人類平等の信念があった。
850,soul,noun,2,9,精神；魂，霊魂；生気,She poured her heart and soul into her artwork.,彼女は自身の作品に心血を注いだ。
851,nerve,noun,2,9,神経；〔～s〕神経過敏；（...する）度胸（to do）,It takes a lot of nerve to speak in front of such a large audience.,そのような大勢の聴衆の前で話すには、かなりの度胸がいる。
852,infection,noun,2,9,感染（症）,Advances in medicine have significantly reduced the mortality rate from many types of infection.,医学の進歩は、様々な感染症による死亡率を大幅に減少させてきた。
853,mall,noun,2,9,【主に米】 モール，ショッピングセンター,"The newly constructed mall offers a diverse range of shops and restaurants, attracting visitors from across the region.",新しく建設されたそのモールは、多様な種類の店やレストランを提供し、その地域全域から客を引きつけています。
854,grocery,noun,2,9,〔～ies〕食料雑貨；食料雑貨店,The price of groceries has increased significantly this year.,今年、食料品の値段が大幅に上昇しました。
855,humor,noun,2,9,ユーモア；気分，機嫌；気質,His unique sense of humor often brought smiles to his colleagues' faces.,彼の独特なユーモアのセンスは、しばしば同僚たちの顔に笑顔をもたらした。
856,instinct,noun,2,9,本能；勘，直感；（自然に起こる）衝動,Humans often rely on their basic instincts for survival in dangerous situations.,人間は危険な状況において、生き残るために基本的な本能に頼ることがよくあります。
857,faith,noun,2,9,（～への）信頼（in）；信仰（心）,It is essential to have faith in your own abilities when pursuing difficult goals.,困難な目標を追い求める際、自分自身の能力を信じることが重要です。
858,courage,noun,2,9,勇気,"True courage is not the absence of fear, but the triumph over it.",真の勇気とは、恐れがないことではなく、それを克服することである。
859,incentive,noun,2,9,動機（づけ）；報奨金,Financial incentives are often used to motivate employees to improve their productivity.,経済的な動機付けは、従業員の生産性を向上させるためによく用いられます。
860,prospect,noun,2,9,見込み；〔～s〕（未来への）展望；有望な人,The company has good prospects for growth in the coming year.,その会社は来年、成長に向けて良好な見込みがある。
861,obstacle,noun,2,9,（～に対する）障害（物）（to）,Lack of funding was a major obstacle to the project's completion.,資金不足が、そのプロジェクトの完成における主要な障害であった。
862,architecture,noun,2,9,建築；建築様式；構造,The unique architecture of the ancient temple reflected the advanced engineering skills of its builders.,古代寺院の独特な建築は、その建設者の高度な工学技術を反映していた。
863,stem,noun,2,9,（草木の）茎，幹,Botanists are researching how the hollow stem of certain bamboo species contributes to their remarkable strength and flexibility.,植物学者たちは、特定の竹種の空洞の茎が、その驚くべき強度と柔軟性にどのように貢献しているかを研究しています。
864,illusion,noun,2,9,錯覚，思い違い；幻想,Many people live under the illusion that wealth can bring true happiness.,多くの人々は、富が真の幸福をもたらすという幻想を抱いて生きている。
865,discrimination,noun,2,9,（～に対する）差別（against）；区別,Many organizations are working to combat discrimination against minority groups.,多くの団体が、少数派に対する差別と戦うために活動しています。
866,shame,noun,2,9,恥；残念なこと,She felt a deep sense of shame after accidentally revealing her friend's secret.,彼女は友達の秘密をうっかり明かしてしまった後、深い恥の念を感じた。
867,drought,noun,2,9,干ばつ；（慢性的な）不足,The prolonged drought caused widespread crop failures and water shortages across the region.,長引く干ばつは、その地域全体で広範囲にわたる不作と水不足を引き起こした。
868,flavor,noun,2,9,風味；特色,The distinct flavor of traditional Japanese green tea is appreciated by connoisseurs worldwide.,伝統的な日本の緑茶の独特の風味は、世界中の愛好家によって高く評価されています。
869,portion,noun,2,9,部分；1人前；割り当て,A significant portion of the population supports the new policy.,人口のかなりの部分が新しい政策を支持している。
870,recipe,noun,2,9,調理法，レシピ；手順；秘訣,The chef developed a new recipe that incorporated unique local ingredients.,そのシェフは、独特の地元食材を取り入れた新しいレシピを考案した。
871,luxury,noun,2,9,ぜいたく（品）；〔形容詞的に〕豪華な,"Access to clean water is a fundamental human right, not a luxury.",清潔な水を利用できることは、ぜいたく品ではなく、基本的な人権である。
872,chip,noun,2,9,小片，破片；欠けた箇所；集積回路,"Despite its sturdy construction, the ancient vase had a visible chip near its base, hinting at its long history.",その頑丈な作りにもかかわらず、その古代の花瓶の底部には目立つ欠けがあり、それが長い歴史を物語っていた。
873,ritual,noun,2,9,儀式；（日常の）習慣的行為,The ancient tribe performed a complex ritual to ensure a bountiful harvest.,古代の部族は、豊かな収穫を確実にするために、複雑な儀式を行った。
874,sake,noun,2,9,〔for the ～ ofで〕のために，の目的で；に免じて,"For the sake of accuracy, please double-check all the figures before submitting the report.",正確を期すために、レポートを提出する前に全ての数字を再確認してください。
875,prefecture,noun,2,9,（日本の）県，府；（フランスなどの）県,"Kyoto is a well-known prefecture in Japan, famous for its ancient temples and rich cultural heritage.",京都は、その古代の寺院と豊かな文化遺産で知られる、日本でよく知られた県です。
876,council,noun,2,9,（地方）議会；評議会；（公の）会議,The city council held a special meeting to address the public's concerns about the new development project.,市議会は、新しい開発計画に関する市民の懸念に対処するため、特別会議を開いた。
877,administration,noun,2,9,管理（部）；行政；政府（機関）,The new administration implemented several policies to address the nation's economic issues.,新しい政権は、国の経済問題に対処するためにいくつかの政策を実施しました。
878,curriculum,noun,2,9,教育課程，カリキュラム,Universities are constantly updating their curriculum to meet the demands of the modern job market.,大学は、現代の労働市場の需要に応えるため、常にカリキュラムを更新しています。
879,precious,adjective,2,9,貴重な；高価な（≒ valuable）,"Water is a precious resource, especially in arid regions.",水は特に乾燥地帯では貴重な資源である。
880,generous,adjective,2,9,寛大な；気前のよい（⇔ stingy けちな）；豊富な,The wealthy entrepreneur made a generous donation to the local hospital.,裕福な起業家は地元の病院に寛大な寄付をした。
881,casual,adjective,2,9,何気ない；形式ばらない,"Their conversation was casual and relaxed, covering many topics.",彼らの会話は何気なく、リラックスした雰囲気で、様々な話題に及んだ。
882,optimistic,adjective,2,9,楽観的な（⇔ pessimistic ⇒ 1593）,"Despite the initial setbacks, she remained optimistic about the project's ultimate success.",初期のつまずきにもかかわらず、彼女はそのプロジェクトの最終的な成功について楽観的であり続けた。
883,rough,adjective,2,9,粗い；大まかな；乱暴な,"He had a rough day at work, so he was looking forward to relaxing at home.",彼は仕事で大変な一日だったので、家でゆっくりするのを楽しみにしていた。
884,unpleasant,adjective,2,9,不愉快な；不親切な，無礼な,The smell coming from the factory was quite unpleasant.,工場から来る匂いはかなり不愉快だった。
885,Arctic,adjective,2,9,北極の（⇔ Antarctic 南極の）,Many scientists are concerned about the rapid melting of the Arctic ice cap due to global warming.,多くの科学者が、地球温暖化による北極の氷冠の急速な融解について懸念しています。
886,ultimate,adjective,2,9,究極の,Achieving true happiness is the ultimate goal for many people.,多くの人にとって、真の幸福を達成することが究極の目標である。
887,deaf,adjective,2,9,耳が聞こえない（≒ hard of hearing）,Awareness campaigns aim to educate the public about the challenges faced by deaf individuals.,啓発キャンペーンは、耳の聞こえない人々が直面する課題について一般市民に教育することを目的としています。
888,genuine,adjective,2,9,"本物の（≒ authentic ⇒ 1580, real）；偽りのない","The museum curator confirmed that the ancient artifact was a genuine piece, not a reproduction.",美術館の学芸員は、その古代の遺物が複製ではなく、本物の品であることを確認した。
889,manual,adjective,2,9,体［手］を使う；手の；手動式の,"The old factory still relies on manual labor for certain tasks, as automation is not always practical.",その古い工場は、自動化が常に実用的ではないため、特定の作業でいまだに手作業に依存している。
890,mechanical,adjective,2,9,機械の；機械的な,The engineer's innovative design focused on improving the mechanical efficiency of the new engine.,そのエンジニアの革新的な設計は、新しいエンジンの機械的効率を向上させることに重点を置いていた。
891,instant,adjective,2,9,即時の，すぐの；即席の,Instant coffee is a convenient option for busy mornings.,インスタントコーヒーは忙しい朝に便利な選択肢です。
892,spare,adjective,2,9,余分の，予備の,Many university students use their spare time to engage in volunteer activities.,多くの大学生は、空いた時間を利用してボランティア活動に参加します。
893,immune,adjective,2,9,（～に対して）免疫を持つ（to）；（～を）免れた（from）,"No one is truly immune to the effects of stress, no matter how resilient they seem.",どんなに回復力があるように見えても、誰もストレスの影響から完全に免れることはできません。
894,harsh,adjective,2,9,厳しい；（光・色・味などが）不快な,The harsh winter weather made travel extremely difficult.,厳しい冬の天候により、移動は極めて困難になりました。
895,collective,adjective,2,9,集団の，共同の,The team's collective effort led to their success in the competition.,チームの共同の努力が、大会での彼らの成功につながった。
896,inevitable,adjective,2,9,避けられない,Change is an inevitable part of life.,変化は人生の避けられない一部です。
897,profound,adjective,2,9,重大な；深い；難解な,The discovery of DNA's double helix structure had a profound and lasting impact on the fields of biology and medicine.,DNAの二重らせん構造の発見は、生物学と医学の分野に重大で永続的な影響を与えた。
898,steady,adjective,2,9,着実な，一定の；安定した,Maintaining a steady pace is crucial for long-distance runners.,長距離ランナーにとって、一定のペースを保つことは非常に重要です。
899,mature,adjective,2,9,成熟した（⇔ immature 未熟な）；熟した,"It takes time for an individual to develop a mature perspective on life, characterized by an understanding of its complexities and nuances.",人が人生の複雑さや微妙な違いを理解し、成熟した視点を養うには時間がかかるものだ。
900,likewise,adverb,2,9,同様に（≒ in the same way）,"The first group completed the task in an hour; likewise, the second group finished within the same timeframe.",最初のグループは1時間で課題を終えた。同様に、2番目のグループも同じ時間枠内で終えた。
901,chase,verb,2,10,（を）追跡する；（を）追求する,He decided to chase his dream of becoming a famous artist.,彼は有名な芸術家になるという夢を追いかけることにした。
902,sue,verb,2,10,を告訴する；（～を求めて）訴訟を起こす（for）,The woman decided to sue the airline for compensation after her luggage was lost and never recovered.,女性は、荷物が紛失し二度と見つからなかったため、賠償を求めてその航空会社を訴えることを決めた。
903,gaze,verb,2,10,じっと見る,"She would often gaze out of the window, dreaming of distant lands.",彼女はよく窓の外をじっと見つめ、遠い国々を夢見ていた。
904,slip,verb,2,10,滑る；滑り落ちる；そっと動く,Don't let this important opportunity slip away.,この大切な機会を逃してはいけません。
905,load,verb,2,10,に積む；に負わせる,The workers will load the boxes onto the truck.,作業員たちは箱をトラックに積むだろう。
906,overwhelm,verb,2,10,を圧倒する；を（精神的に）打ちのめす,Many students feel overwhelmed by the vast amount of information they need to learn for university entrance exams.,多くの学生は、大学入試のために学ぶ必要のある膨大な量の情報に圧倒されていると感じています。
907,wander,verb,2,10,歩き回る；それる；はぐれる,It's easy to wander off the path if you're not paying attention.,注意していないと、簡単に道からそれてしまいがちだ。
908,float,verb,2,10,漂う，浮かぶ；を浮かべる,"It is common knowledge that objects less dense than water will float, while denser objects will sink.",水よりも密度の低い物体が浮き、それよりも密度の高い物体が沈むのは、周知の事実である。
909,pour,verb,2,10,を注ぐ；激しく降る；押し寄せる,"The heavy rain poured down all night, leading to minor flooding in the low-lying areas.",激しい雨が一晩中降り続き、低地の地域では軽い浸水が起きた。
910,substitute,verb,2,10,を代わりに使う；（～の）代理をする（for）,"In this recipe, you can substitute olive oil for butter to make it healthier.",このレシピでは、より健康的にするために、バターの代わりにオリーブオイルを使うことができます。
911,pronounce,verb,2,10,を発音する；を宣言する,It can be challenging for non-native speakers to correctly pronounce certain English words with subtle sound distinctions.,非ネイティブスピーカーが微妙な音の違いを持つ特定の英単語を正しく発音するのは難しい場合があります。
912,shrink,verb,2,10,縮む，縮小する；減少する；ひるむ,Many natural fibers tend to shrink when exposed to high heat during washing.,多くの天然繊維は、洗濯時に高熱にさらされると縮む傾向があります。
913,restore,verb,2,10,を回復させる；を修復する,Regular exercise can help to restore one's health and vitality.,定期的な運動は、健康と活力を回復させるのに役立ちます。
914,trigger,verb,2,10,を引き起こす；のきっかけとなる,The announcement of the new policy is expected to trigger significant changes in the industry.,新しい政策の発表は、業界に大きな変化を引き起こすと予想されている。
915,grab,verb,2,10,をつかむ；を横取りする；を急いで食べる,He quickly reached out to grab the falling vase before it hit the floor.,彼は花瓶が床に落ちる前に、急いで手を伸ばして掴んだ。
916,retain,verb,2,10,を保持する；を覚えている,It is important for students to develop effective study habits to retain information learned in class.,学生が授業で学んだ情報を保持するためには、効果的な学習習慣を身につけることが重要です。
917,reproduce,verb,2,10,を複製する；を繁殖させる；繁殖する,"All living organisms have the ability to reproduce, ensuring the continuation of their species.",すべての生物は、種の存続を確実にするために、繁殖する能力を持っている。
918,bob,verb,2,10,上下に動く；急に動く；を上下に動かす,"The cork bobbed on the surface of the water, indicating a fish might be nibbling at the bait.",コルクは水面で上下に揺れており、魚が餌をつついている可能性を示していた。
919,entertain,verb,2,10,を楽しませる；をもてなす,The magician's clever tricks thoroughly entertained the audience throughout the show.,手品師の巧妙なトリックは、ショーの間中ずっと観客を大いに楽しませた。
920,interfere,verb,2,10,干渉する，介入する；邪魔する,The new regulations might interfere with the company's expansion plans.,新しい規制は、その会社の拡張計画を妨げるかもしれません。
921,cultivate,verb,2,10,を養う；を耕す；を栽培する,It is important for students to cultivate a strong work ethic from an early age.,生徒たちが幼い頃から強い労働倫理を養うことは重要です。
922,underlie,verb,2,10,の根底にある,The cultural values that underlie a society's traditions are often passed down through generations.,社会の伝統の根底にある文化的価値観は、しばしば世代を超えて受け継がれる。
923,anticipate,verb,2,10,を予期する；楽しみに待つ,The company anticipates a strong recovery in sales next year due to new product launches.,その会社は、新製品の発売によって来年の売上が大幅に回復すると見込んでいる。
924,justify,verb,2,10,を正当化する,"It can be difficult to justify the high costs of certain luxury goods, especially when more affordable alternatives exist.",特に手頃な代替品が存在する場合、特定の高級品の高額な費用を正当化するのは難しいことがある。
925,regulate,verb,2,10,を規制する；を調整する,The government implemented new policies to regulate the emission of greenhouse gases.,政府は温室効果ガスの排出を規制するために、新しい政策を実施した。
926,scan,verb,2,10,を走査［スキャン］する；をざっと見る；を注意深く調べる,"Before submitting the essay, students should scan their work for any grammatical errors.",エッセイを提出する前に、学生は文法的な誤りがないか自分の作品を見直すべきです。
927,classify,verb,2,10,を分類する；を機密扱いにする,Researchers classify living organisms into various categories based on their shared characteristics.,研究者たちは、共通の特性に基づいて、生物を様々なカテゴリーに分類する。
928,submit,verb,2,10,を提出する；〔submit oneselfで〕（～に）従う（to）,Applicants must submit their documents online before the deadline.,志願者は締め切りまでに、オンラインで書類を提出しなければなりません。
929,pause,verb,2,10,（一時的に）中止する；（一瞬）立ち止まる,The speaker had to pause frequently during his presentation to consult his notes.,講演者は、自分のメモを確認するために、プレゼンテーション中に頻繁に一時停止しなければならなかった。
930,lean,verb,2,10,傾く；寄りかかる；をもたせかける,"If you feel dizzy, please lean on the railing for support.",もしめまいがするようでしたら、支えとして手すりに寄りかかってください。
931,bump,verb,2,10,ぶつかる；をぶつける,He accidentally bumped his head on the low beam as he stood up.,彼は立ち上がった時、誤って低い梁に頭をぶつけてしまった。
932,fold,verb,2,10,を折り畳む；（両腕）を組む；（折り）畳める,He carefully folded the map so that it would fit back into his pocket.,彼は地図を注意深く折り畳み、ポケットに再び収まるようにした。
933,hesitate,verb,2,10,躊躇する，ためらう,Don't hesitate to ask for help if you encounter any difficulties during the project.,プロジェクト中に何か困難に遭遇した場合は、遠慮なく助けを求めてください。
934,pump,verb,2,10,（液体・気体）をポンプで送り込む；をくみ出す；を注ぎ込む,The heart's main function is to pump blood throughout the body.,心臓の主な機能は、血液を全身に送り出すことです。
935,mount,verb,2,10,を据えつける；に着手する；（自転車など）に乗る；増える,The organization decided to mount a large-scale fundraising campaign to support the disaster victims.,その組織は、被災者を支援するため大規模な募金活動に着手することを決定した。
936,exceed,verb,2,10,を超える；に勝る,The demand for the new smartphone far exceeded the company's initial production capacity.,新しいスマートフォンの需要は、会社の当初の生産能力をはるかに上回った。
937,undergo,verb,2,10,を経験する；（手術など）を受ける；に耐える,The company is planning to undergo a major restructuring to improve its efficiency.,その会社は効率を改善するために大規模な組織再編を行う予定です。
938,confront,verb,2,10,に立ち向かう；（困難などが）に立ちはだかる,It's important to confront your fears to overcome them.,自分の恐れを克服するためには、それらに立ち向かうことが大切です。
939,consult,verb,2,10,（に）相談する；を参照する,You should consult a doctor if your symptoms worsen.,症状が悪化するなら、医者に診てもらうべきです。
940,fulfill,verb,2,10,を実現させる；を果たす；を満たす,She worked diligently to fulfill her lifelong dream of becoming a successful artist.,彼女は、成功した芸術家になるという生涯の夢を実現させるため、熱心に努力した。
941,privilege,noun,2,10,特権，特典,It is a great privilege to study at such a prestigious university.,このような名門大学で学ぶことは、大変な特権です。
942,formation,noun,2,10,形成；構成（物）；隊列,The careful formation of the government's new policy was crucial for its successful implementation.,政府の新たな政策の慎重な形成は、その成功裡の実施にとって極めて重要であった。
943,dimension,noun,2,10,側面，局面；次元；寸法,The new policy introduced several new dimensions to the ongoing debate about education reform.,その新しい政策は、教育改革に関する現在の議論にいくつかの新たな側面をもたらした。
944,neuron,noun,2,10,ニューロン，神経単位,Understanding how individual neurons communicate is crucial for advancing our knowledge of the brain.,個々のニューロンがどのように情報を伝達するかを理解することは、脳に関する我々の知識を進歩させる上で極めて重要である。
945,sensation,noun,2,10,感覚；大評判,The young artist became an international sensation after her debut exhibition received critical acclaim.,その若い芸術家は、デビュー展が絶賛されたことで、国際的なセンセーションを巻き起こした。
946,chart,noun,2,10,図，グラフ；海図；ヒットチャート,The company's sales chart clearly illustrated the significant growth in revenue over the past quarter.,その会社の売上グラフは、過去1四半期における収益の著しい成長を明確に示していた。
947,geography,noun,2,10,〔the ～〕地理；地理学,The study of geography helps us understand the complex interactions between human societies and the natural environment.,地理学の研究は、人間社会と自然環境の間の複雑な相互作用を私たちが理解するのに役立ちます。
948,panel,noun,2,10,（専門家の）一団；討論者一同；羽目板,The university invited a panel of experts to discuss the future of artificial intelligence.,大学は人工知能の未来について議論するため、専門家の一団を招いた。
949,semester,noun,2,10,【主に米】 （2学期制の）学期,"Many universities in Japan operate on a two-semester system, with breaks in between.",日本の多くの大学は、その間に休暇を挟む2学期制を採用しています。
950,workforce,noun,2,10,労働人口，総労働力；全従業員（数）,An aging workforce presents significant challenges for many developed countries.,高齢化する労働人口は、多くの先進国にとって深刻な課題となっています。
951,mill,noun,2,10,製造工場；製粉所；粉ひき機,The old textile mill was converted into apartments last year.,その古い紡績工場は昨年、アパートに改築された。
952,abuse,verb,2,10,乱用；虐待,It is important not to abuse the trust that others place in you.,他人があなたに寄せる信頼を濫用しないことが大切です。
953,vice,noun,2,10,（道徳上の）悪（⇔ virtue ⇒ 1078）；欠点,"Despite his best efforts, he found it difficult to give up his old vices.",最善の努力にもかかわらず、彼は昔からの悪癖を断つことが難しいと感じていた。
954,fate,noun,2,10,運命；結末；最期,"Despite all their efforts, they could not escape their tragic fate.",彼らはどんなに努力しても、悲劇的な運命から逃れることはできなかった。
955,tragedy,noun,2,10,悲劇（的な事態）（⇔ comedy 喜劇）,The loss of so many lives in the earthquake was an immense tragedy that affected the entire nation.,地震で多くの命が失われたことは、国全体に影響を及ぼした甚大な悲劇であった。
956,scenario,noun,2,10,（予想される）筋書き，事態；脚本,We need to prepare for the worst-case scenario to ensure we can handle any unexpected problems.,予期せぬ問題に対処できるよう、最悪の事態に備える必要があります。
957,allergy,noun,2,10,アレルギー,"Diagnosing the specific cause of an allergy often requires a series of tests, as symptoms can vary widely among individuals.",アレルギーの特定の原因を診断するには、症状が個人によって大きく異なるため、一連の検査が必要になることが多いです。
958,wound,noun,2,10,（銃弾・刃物などによる）傷；痛手,The doctor carefully cleaned the wound on the patient's arm.,医師は患者の腕の傷を注意深く消毒した。
959,antibiotic,noun,2,10,〔通例～s〕抗生物質,The doctor prescribed antibiotics to treat her bacterial infection.,医師は彼女の細菌感染症を治療するために抗生物質を処方しました。
960,vaccine,noun,2,10,ワクチン,"The development of effective vaccines has revolutionized public health, significantly reducing the incidence of many infectious diseases worldwide.",効果的なワクチンの開発は、公衆衛生に革命をもたらし、世界中で多くの感染症の発生率を著しく減少させている。
961,metaphor,noun,2,10,隠喩；比喩,"Her eloquent speech was filled with vivid metaphors, making her message both powerful and memorable.",彼女の雄弁なスピーチは鮮やかな隠喩に満ちており、彼女のメッセージを力強く、そして記憶に残るものにした。
962,folk,noun,2,10,人々；〔～s〕皆さん；〔one's ～s〕家族,It is important for all folk to have access to quality education.,すべての人々が質の高い教育を受けられることは重要です。
963,fare,noun,2,10,（乗り物の）料金,"The train fare has risen considerably, making daily commutes more expensive for many people.",電車料金がかなり値上がりし、多くの人にとって毎日の通勤費用が高くなりました。
964,transition,noun,2,10,移り変わり；過渡期,The transition from high school to university often presents a significant challenge for many students.,高校から大学への移り変わりは、多くの学生にとってしばしば大きな課題となります。
965,maximum,adjective,2,10,最大限（⇔ minimum ⇒ 653）,You should always give your maximum effort to achieve your goals.,目標を達成するために、常に最大限の努力を払うべきです。
966,galaxy,noun,2,10,星雲，銀河；〔the G～〕銀河系,Our understanding of the universe has expanded dramatically with the discovery of countless galaxies beyond our own Milky Way.,私たちの天の川銀河以外の無数の銀河が発見されたことにより、宇宙に関する私たちの理解は劇的に深まりました。
967,mineral,noun,2,10,鉱物；ミネラル,"The Earth's crust is composed of various minerals, each with unique chemical compositions and crystal structures.",地殻は様々な鉱物で構成されており、それぞれが独自の化学組成と結晶構造を持っています。
968,skeleton,noun,2,10,骨格；骨組み；概略,"Before writing the full report, the team developed a skeleton of the project proposal to ensure all key points were covered.",完全な報告書を作成する前に、チームは主要な点がすべて網羅されていることを確認するため、プロジェクト提案書の骨子を策定した。
969,counterpart,noun,2,10,相当する物［人］,"The American justice system, while sharing many fundamental principles with its British counterpart, has developed unique procedures and interpretations over centuries.",アメリカの司法制度は、英国の対応するものと多くの基本的な原則を共有しているが、数世紀を経て独自の手続きと解釈を発展させてきた。
970,stroke,noun,2,10,脳卒中；（ボールを）打つこと；（雷などの）一撃,Early recognition of the symptoms of a stroke is crucial for effective treatment.,脳卒中の症状を早期に認識することは、効果的な治療のために不可欠である。
971,pedestrian,adjective,2,10,歩行者,"Despite the intricate plot, many critics found the film's dialogue surprisingly pedestrian, failing to elevate the story.",複雑な筋書きにもかかわらず、多くの批評家はその映画の対話が驚くほど平凡だと感じ、物語を高めることができていなかった。
972,trail,noun,2,10,（野山などの）小道；跡；手がかり,The hikers followed the winding trail up the mountain.,ハイカーたちは山を登る曲がりくねった小道を進んだ。
973,ecology,noun,2,10,生態学；生態系；環境保護,Understanding basic principles of ecology is crucial for addressing contemporary environmental challenges.,生態学の基本的な原則を理解することは、現代の環境問題に対処するために不可欠です。
974,sibling,noun,2,10,きょうだい（の1人）,The bond between siblings is often one of the most enduring relationships in a person's life.,兄弟の絆は、人の人生において最も永続的な関係の一つであることがしばしばあります。
975,ratio,noun,2,10,比率,The ratio of male to female applicants for the engineering program has seen a significant shift over the last decade.,工学部の志願者における男女比は、この10年間で著しく変化した。
976,mixture,noun,2,10,混合（物）,A complex mixture of factors contributed to the economic downturn.,経済の低迷は、複雑な要因の混合が原因で生じた。
977,charm,noun,2,10,魅力；お守り,His quiet charm and quick wit made him a favorite among his colleagues.,彼の控えめな魅力と機知が、彼を同僚の間で人気者にしました。
