id,word,pos,part,section,japanese,sentence,sentence_ja
904,slip,verb,2,10,滑る；滑り落ちる；そっと動く,He got injured when he slipped on ice on the street.,彼は氷の上を滑ったとき，腕の骨を折った。
905,load,verb,2,10,に積む；に負わせる,He loaded his truck with camping gear.,彼は自分のトラックにキャンプ用品を積んだ。
906,overwhelm,verb,2,10,を圧倒する；を（精神的に）打ちのめす,She was overwhelmed by the beautiful view of the Grand Canyon.,彼女はグランドキャニオンの美しい眺めに圧倒された。
907,wander,verb,2,10,歩き回る；それる；はぐれる,She wandered around the city all day.,彼女は一日中市内を歩き回った。
908,float,verb,2,10,漂う，浮かぶ；を浮かべる,She saw a few clouds floating across the sky.,彼女はいくつかの雲が空に浮かんで流れていくのが見えた。
909,pour,verb,2,10,を注ぐ；激しく降る；押し寄せる,He poured some tea into a cup.,彼はカップに紅茶を注いだ。
910,substitute,verb,2,10,を代わりに使う；（～の）代理をする（for）,He substituted honey for sugar in the recipe.,彼はそのレシピでハチミツを砂糖の代わりに使った。
911,pronounce,verb,2,10,を発音する；を宣言する,Learning how to read helps children pronounce words better.,読み方を学ぶことは，子供がもっと上手に言葉を発音する助けとなる。
912,shrink,verb,2,10,縮む，縮小する；減少する；ひるむ,His wool sweater shrank in the dryer.,彼のウールのセーターは乾燥機で縮んだ。
913,restore,verb,2,10,を回復させる；を修復する,The government promised to restore the economy to a healthy state.,政府は経済を健全な状態に回復させると約束した。
914,trigger,verb,2,10,を引き起こす；のきっかけとなる,Heavy rain triggered a sudden flood in the village.,大雨がその村で突然の洪水を引き起こした。
915,grab,verb,2,10,をつかむ；を横取りする；を急いで食べる,She grabbed the handrail to stop herself from falling.,彼女は倒れないように手すりをつかんだ。
916,retain,verb,2,10,を保持する；を覚えている,My father has retained the same body strength since his twenties.,私の父は20代のころから同じ体力を保持している。
917,reproduce,verb,2,10,を複製する；を繁殖させる；繁殖する,The museum reproduced some of its famous paintings on postcards for sale.,その美術館は有名な絵画のいくつかを販売用のはがきに複製した。
918,bob,verb,2,10,上下に動く；急に動く；を上下に動かす,The little boat bobbed gently up and down on the water.,小舟が水面で穏やかに上下した。
919,entertain,verb,2,10,を楽しませる；をもてなす,Hollywood movies have entertained audiences around the world for years.,ハリウッド映画は長年にわたって世界中の観客を楽しませてきた。
920,interfere,verb,2,10,干渉する，介入する；邪魔する,The church should not interfere in politics.,教会は政治に干渉するべきではない。
921,cultivate,verb,2,10,を養う；を耕す；を栽培する,Her doctor advised her to cultivate healthier lifestyle habits.,主治医は彼女にもっと健康的な生活習慣を養うように忠告した。
922,underlie,verb,2,10,の根底にある,Economic issues underlie negotiations between the two countries.,経済問題が両国間の交渉の根底にある。
923,anticipate,verb,2,10,を予期する；楽しみに待つ,They anticipate a bright future for their only son.,彼らは一人息子に明るい将来を期待している。
924,justify,verb,2,10,を正当化する,"In the hearing, the politician justified her actions.",聴聞会でその政治家は自分の行動を正当化した。
925,regulate,verb,2,10,を規制する；を調整する,Europe has made efforts to regulate content on the Internet.,ヨーロッパはインターネット上のコンテンツを規制するための努力をしてきた。
926,scan,verb,2,10,を走査（スキャン）する；をざっと見る；を注意深く調べる,The doctor scanned the patient's body using a machine.,医師は機械を使って患者の体をスキャンした。
927,classify,verb,2,10,を分類する；を機密扱いにする,The books are classified according to the authors' names.,本は作家の名前に従って分類されている。
928,submit,verb,2,10,を提出する；（submit oneselfで）（～に）従う（to）,He submitted the paper to his teacher a few days early.,彼は数日早く先生に論文を提出した。
929,pause,verb,2,10,（一時的に）中止する；（一瞬）立ち止まる,The speaker paused to drink from a glass of water.,その演説者はコップの水を飲むために話を中断した。
930,lean,verb,2,10,傾く；寄りかかる；をもたせかける,"After the storm, I saw that my house's fence was leaning slightly.",嵐の後，その木は右に傾いた。
931,bump,verb,2,10,ぶつかる；をぶつける,She nearly bumped into a man who was walking using a smartphone.,彼女はスマートフォンを使いながら歩いていた男性にあやうくぶつかりそうになった。
932,fold,verb,2,10,を折り畳む；（両腕）を組む；（折り）畳める,She is very good at folding clothes.,彼女は衣服を畳むのがとてもうまい。
933,hesitate,verb,2,10,躊躇する，ためらう,Many people hesitate to contact someone by phone these days.,最近，彼らは新車を買うことをためらっている。
934,pump,verb,2,10,（液体・気体）をポンプで送り込む；をくみ出す；を注ぎ込む,This device is used to pump oxygen into a patient's body.,この装置は患者の体の中に酸素を送り込むのに用いられる。
935,mount,verb,2,10,を据えつける；に着手する；（自転車など）に乗る；増える,He mounted his country's flag on the wall of his living room.,彼は自国の旗を居間の壁に据えつけた。
936,exceed,verb,2,10,を超える；に勝る,His income exceeds ten million yen a year.,"彼の所得は年間1,000万円を超える。"
937,undergo,verb,2,10,を経験する；（手術など）を受ける；に耐える,"After the war, our country underwent many social changes.",戦後，日本経済は劇的な変化を経験した。
938,confront,verb,2,10,に立ち向かう；（困難などが）に立ちはだかる,We have to confront the problem of the declining birthrate.,私たちは少子化問題に立ち向かわなくてはならない。
939,consult,verb,2,10,（に）相談する；を参照する,The political candidate consulted his adviser about an election campaign.,その立候補者は選挙運動について顧問に相談した。
940,fulfill,verb,2,10,を実現させる；を果たす；を満たす,She was given a chance to fulfill her dream.,彼女は自分の夢を実現させる機会を与えられた。
941,privilege,noun,2,10,特権，特典,Intelligence is not the privilege of the human species alone.,知能は人類だけの特権ではない。
942,formation,noun,2,10,形成；構成（物）；隊列,There are a lot of theories about the formation of the universe.,宇宙の形成に関して多くの理論がある。
943,dimension,noun,2,10,側面，局面；次元；寸法,The IT revolution has added a new dimension to the collection of data.,IT革命はデータ収集に新しい側面を加えた。
944,neuron,noun,2,10,ニューロン，神経単位,There is a network of neurons in the brain.,脳内にはニューロンの網状組織がある。
945,sensation,noun,2,10,感覚；大評判,"After the traffic accident, he lost all sensation in his fingers.",交通事故の後，彼は足の感覚を失った。
946,chart,noun,2,10,図，グラフ；海図；ヒットチャート,She uses charts and tables when explaining her projects.,彼女は自分の研究課題を説明するとき図や表を使う。
947,geography,noun,2,10,（the ～）地理；地理学,The geography of the country makes it easy to grow grapes.,その国の地理はブドウの栽培を容易にする。
948,panel,noun,2,10,（専門家の）一団；討論者一同；羽目板,A panel of computer experts has discussed the government's proposal.,コンピューター専門家の一団は政府の提案について議論した。
949,semester,noun,2,10,（主に米）（2学期制の）学期,She is required to take at least six classes every semester.,彼女は毎学期に少なくとも６つの授業を取ることが求められている。
950,workforce,noun,2,10,労働人口，総労働力；全従業員（数）,"In Japan, the number of people entering the workforce has been decreasing.",日本では，労働人口は将来大幅に減少すると予想されている。
951,mill,noun,2,10,製造工場；製粉所；粉ひき機,There are a lot of paper mills in Shizuoka Prefecture.,静岡県にはたくさんの製紙工場がある。
952,abuse,noun,2,10,乱用；虐待,We need to control the abuse of drugs.,私たちは薬物乱用を規制する必要がある。
953,vice,noun,2,10,（道徳上の）悪（⇔ virtue ⇒ 1078）；欠点,Smoking in a crowded place is a terrible vice.,混み合った場所での喫煙はひどい悪である。
954,fate,noun,2,10,運命；結末；最期,He believes it is his fate to marry his girlfriend.,彼はガールフレンドと結婚することは自分の運命だと信じている。
955,tragedy,noun,2,10,悲劇（的な事態）（⇔ comedy 喜劇）,Tragedy struck when the hurricane hit the town.,突然の地震が町を襲ったとき，悲劇が始まった。
956,scenario,noun,2,10,（予想される）筋書き，事態；脚本,Getting bad grades at school is the worst scenario for me.,学校で悪い成績を取ることが私にとって最悪の事態である。
957,allergy,noun,2,10,アレルギー,No one knows why food allergies are on the increase.,なぜ花粉症のアレルギーを持つ人の数が増えているのか，多くの科学者が不思議に思っている。
958,wound,noun,2,10,（銃弾・刃物などによる）傷；痛手,His old wounds still ache in cold weather.,彼の古傷は今でも寒い天候のときに痛む。
959,antibiotic,noun,2,10,（通例～s）抗生物質,Bacteria may sometimes develop resistance to antibiotics.,細菌はときには抗生物質に対する耐性を発達させることがある。
960,vaccine,noun,2,10,ワクチン,Many research projects are trying to find an effective HIV vaccine.,多くの研究プロジェクトが効果的なHIVワクチンを発見しようとしている。
961,metaphor,noun,2,10,隠喩；比喩,"A ""salad bowl"" is a metaphor often used to describe American society.",「サラダボウル社会」はアメリカ社会を表現するのによく使われる隠喩である。
962,folk,noun,2,10,人々；（～s）皆さん；（one's ～s）家族,"Today, young folks are listening to music influenced by classic jazz.",今日，若い人々はクラシックジャズの影響を受けた音楽を聞いている。
963,fare,noun,2,10,（乗り物の）料金,"In Japan, you can use IC cards to pay for train and bus fares.",日本では，バスの運賃は距離によって異なる。
964,transition,noun,2,10,移り変わり；過渡期,"Eventually, there will be a transition to self-driving cars.",ゆくゆくは，電気自動車への移行が完了するだろう。
965,maximum,noun,2,10,最大限（⇔ minimum ⇒ 653）,The maximum I can afford for rent is $500 per month.,私が家賃に支払える最大限は月に500ドルだ。
966,galaxy,noun,2,10,星雲，銀河；（the G～）銀河系,Stars from other galaxies are hard to see with the naked eye.,他の星雲の星は肉眼では見えにくい。
967,mineral,noun,2,10,鉱物；ミネラル,Hot spring waters often contain minerals such as iron.,温泉水は鉄のような鉱物を含むことが多い。
968,skeleton,noun,2,10,骨格；骨組み；概略,The human skeleton is made up of more than 200 bones.,人間の骨格は200以上の骨から成っている。
969,counterpart,noun,2,10,相当する物（人）,The Japanese emperor is the counterpart to the British queen.,日本の天皇はイギリスの女王に相当する存在である。
970,stroke,noun,2,10,脳卒中；（ボールを）打つこと；（雷などの）一撃,He cannot move his left arm due to a stroke.,彼は脳卒中のせいで左腕を動かすことができない。
971,pedestrian,noun,2,10,歩行者,A pedestrian was hit by a car when he was crossing the street.,道路を渡っていたとき，歩行者が車にはねられた。
972,trail,noun,2,10,（野山などの）小道；跡；手がかり,Be sure to stay on the hiking trail for your own safety.,自身の安全のために決してハイキング用の小道からはずれないでください。
973,ecology,noun,2,10,生態学；生態系；環境保護,He is going to study natural science and become an expert on ecology.,彼らは熱帯雨林の生態系を研究し，生物多様性の重要性を強調している。
974,sibling,noun,2,10,きょうだい（の1人）,The bond between siblings will likely become stronger in later life.,きょうだい間の絆はおそらく晩年に強まるだろう。
975,ratio,noun,2,10,比率,The ratio of patients to nurses in this hospital is 7 to 1.,この病院の患者と看護師の比率は7対1である。
976,mixture,noun,2,10,混合（物）,Japan has a nice mixture of traditional and modern buildings.,日本には伝統的な建物と現代的な建物の見事な混合がある。
977,charm,noun,2,10,魅力；お守り,"Nara, famous for its Great Buddha, still retains its ancient charm.",奈良は，日本の昔ながらの魅力に満ちている。
978,ambition,noun,2,10,（～に対する）願望，野望（for）；野心,He finally achieved his ambition of competing in the Olympic games.,彼はついにオリンピックで競うという願望を達成した。
979,prominent,adjective,2,10,卓越した；目立つ,She is a prominent researcher in the field of science.,彼女は科学分野において卓越した研究者である。
980,radical,adjective,2,10,急進的な；根本的な,Radical candidates can sometimes be elected.,急進的な候補者がときどき当選される可能性がある。
981,prompt,adjective,2,10,即座の，迅速な,She surprised us with her prompt response.,彼女は迅速な応答で私たちを驚かせた。
982,informal,adjective,2,10,形式ばらない，略式の（⇔ formal 正式の）；（言葉が）くだけた,"At the party, he spoke in a friendly, informal way.",パーティーで，彼は友好的で形式ばらない話し方をした。
983,mutual,adjective,2,10,相互の；共通の,Mutual respect is the key to a successful relationship.,相互の尊重がうまくいく関係のかぎである。
984,neutral,adjective,2,10,中立の；（特徴・表情などが）はっきりしない,She always adopts a neutral position in a debate.,彼女は討論でいつも中立の立場をとる。
985,alert,adjective,2,10,警戒して；敏速な,The police officers are now alert to the rising crime in the area.,警官たちはその地域で増加している犯罪に対し現在警戒している。
986,magnetic,adjective,2,10,磁気の；磁石の；人を引きつける,The Earth has a magnetic field which gives it protection.,地球には地球を保護している磁場がある。
987,polar,adjective,2,10,極地の；電極の,Penguins are well adapted to the environment in the polar regions.,ペンギンは極地の環境にうまく順応している。
988,fluent,adjective,2,10,流ちょうな,Ken is fluent both in English and Japanese.,ケンは英語と日本語の両方が流ちょうである。
989,external,adjective,2,10,外部の（⇔ internal ⇒ 680）；対外的な,A submarine is designed to resist strong external pressure.,潜水艦は強度の外圧に耐えるように設計されている。
990,passive,adjective,2,10,受動的な；消極的な,Young children are generally passive receivers of knowledge.,幼児はたいてい知識の受動的な受け手である。
991,awful,adjective,2,10,ひどい；嫌な；ものすごい,"Gradually, I came to realize the awful truth about my boss.",徐々に，この地域の人々はひどい飢きんに苦しむようになった。
992,unrelated,adjective,2,10,無関係の；血縁関係がない,His disease is unrelated to his eating habits.,彼の病気は彼の食習慣とは無関係である。
993,cruel,adjective,2,10,残酷な；むごい,The guards were cruel to the prisoners during the war.,捕虜監視員は戦争中捕虜に対して残酷であった。
994,fake,adjective,2,10,偽の；見せかけだけの,We should create laws against using fake online accounts.,私たちは偽のオンラインアカウントの使用を禁じる法律を作るべきである。
995,vulnerable,adjective,2,10,（攻撃などに）弱い，もろい；傷つきやすい,Some power plants are vulnerable to hacking.,コンピューターへの不法侵入に弱い発電所もある。
996,urgent,adjective,2,10,緊急の,The aging of the population is an urgent issue for us to tackle.,人口の高齢化は私たちが取り組むべき緊急の課題である。
997,spiritual,adjective,2,10,精神の（⇔ material ⇒ 73）；霊的な,Music brings us a sense of spiritual well-being.,音楽は私たちに精神的に健康だという感覚をもたらす。
998,modest,adjective,2,10,謙虚な（≒ humble）；適度な；質素な,He always shows a modest attitude towards everyone.,彼はだれに対しても常に謙虚な態度を示す。
999,keen,adjective,2,10,熱心な；鋭敏な；（感情・関心などが）強い,He is keen to gather information about the new company.,彼はその新会社に関する情報を集めるのに熱心である。
1000,nonetheless,adverb,2,10,それにもかかわらず，それでもなお（≒ nevertheless）,She is over sixty but sings beautifully nonetheless.,彼女は60歳を超えているが，それでもなお見事に歌う。
1001,negotiate,verb,2,11,交渉する；を（交渉して）取り決める,I will negotiate with the client about the delivery date.,私が納期に関して顧客と交渉します。
1002,grasp,verb,2,11,を把握（理解）する；をしっかり握る,The children were able to grasp the new ideas from the lesson.,子供たちはその課に出てきた新しい考えを理解することができた。
1003,donate,verb,2,11,を寄付する；（臓器・血液）を提供する,People from many countries donate money to UNICEF.,多くの国の人がユニセフにお金を寄付する。
1004,arrest,verb,2,11,を逮捕する；を止める；（注意）を引く,The police arrested the suspect on charges of supplying drugs.,警察は麻薬を供給した罪でその容疑者を逮捕した。
1005,crack,verb,2,11,ひびが入る；にひびを入れる,The glass door cracked when the man bumped into it.,そのガラスのドアは男がそれにぶつかったときにひびが入った。
1006,tap,verb,2,11,を軽くたたく；（液体）を出す；を盗聴する,The child was repeatedly tapping the smartphone screen.,その子供はスマートフォンの画面を繰り返し軽くたたいていた。
1007,split,verb,2,11,を分割する；を分担する；分裂する,The Sudan was split into two republics in 2011.,スーダンは2011年に2つの共和国に分割された。
1008,forecast,verb,2,11,を予想（予測）する,The weather for tomorrow is forecasted to be cloudy.,明日の天気は曇りと予想されている。
1009,exclude,verb,2,11,を除外する（⇔include を含む）,Tax was excluded from the price.,税金は価格から除外されていた。
1010,overlook,verb,2,11,を見落とす；を大目に見る；を見渡す,He overlooked some important facts during his research.,彼は研究の中でいくつかの重要な事実を見落とした。
1011,burst,verb,2,11,破裂する；（～を）突然始める（into）,The bubble economy in Japan burst in the 1990s.,日本のバブル経済は1990年代に崩壊した。
1012,heal,verb,2,11,（人・傷など）を治す；治る,The therapist has healed many people with disease.,その治療士は大勢の病気にかかっている人々を治してきた。
1013,forbid,verb,2,11,を禁じる（⇔permit 許可する）,The art museum forbids visitors from taking pictures inside the building.,その美術館は来館者が館内で写真を撮ることを禁じている。
1014,install,verb,2,11,をインストールする；を設置する；を就任させる,"Yesterday, I installed some new apps on my smartphone.",昨日私はスマートフォンに新しいアプリをいくつかインストールした。
1015,diminish,verb,2,11,を減らす；減少する（≒decrease）,The counselor taught me some ways to diminish anxiety.,カウンセラーは私に不安を減らすためのいくつかの方法を教えてくれた。
1016,cite,verb,2,11,を引き合いに出す；を引用する,The doctor cited the case of a man who survived five operations.,医師は5度の手術を乗り越えた男性の事例を引き合いに出した。
1017,quote,verb,2,11,を引用する；を引き合いに出す,She quoted an old Chinese proverb in her speech.,彼女は演説の中で古い中国のことわざを引用した。
1018,dispute,verb,2,11,に異議を唱える；（を）議論する,I disputed the reviews that said the movie was good.,私はその映画がすぐれていると言っている批評に異議を唱えた。
1019,highlight,verb,2,11,を目立たせる、強調する,The news story highlights the problems of children using smartphones.,そのニュース記事は子供のスマホ使用がはらむ問題を強調している。
1020,distract,verb,2,11,（注意など）をそらす,Loud music always distracts me from reading.,大音量の音楽はいつも私の気を読書からそらす。
1021,cheat,verb,2,11,をだます；不正をする,The salesperson cheated his customers out of their money.,その販売員は顧客から金をだまし取った。
1022,foster,verb,2,11,をはぐくむ；を養育する；を心に抱く,Teachers have a good chance to foster their students' thinking ability.,教師は生徒の考える力をはぐくむよい機会を持っている。
1023,obey,verb,2,11,に従う；に服従する,We ought to obey traffic rules so we have fewer accidents.,私たちは事故を少なくするために交通規則に従うべきである。
1024,bend,verb,2,11,を曲げる；を屈服させる；曲がる,She cannot bend her right elbow due to her injury.,彼女はけがのせいで右ひじを曲げることができない。
1025,deprive,verb,2,11,から（権利などを）奪う,The military deprived the citizens of their liberty.,軍隊は国民から自由を奪った。
1026,govern,verb,2,11,（を）統治する、支配する,The mayor governed our city for over ten years.,その市長は10年以上にわたって我が市を統治した。
1027,log,verb,2,11,（log onで）ログオンする；を記録する,Emma logs on to her e-mail account many times a day.,エマは1日に何回もEメールのアカウントにログオンする。
1028,transmit,verb,2,11,を伝える；（電波・信号など）を送る,"During the war, the soldier transmitted messages through radio signals.",戦争中，その兵士は無線信号を通じてメッセージを伝えた。
1029,bully,verb,2,11,をいじめる；を脅す,The boy stopped some other boys from bullying a girl.,その少年はほかの少年たちが少女をいじめるのをやめさせた。
1030,leap,verb,2,11,跳ぶ；さっと動く；急上昇する,"When the doorbell rang, he leaped from the bed and rushed to the entrance.",玄関のベルが鳴ったとき，彼はベッドから跳び下りて戸口に急いだ。
1031,astonish,verb,2,11,を驚かす,We were astonished at the surprise visit of the famous actor.,私たちは有名な俳優の突然の訪問に驚いた。
1032,thrill,verb,2,11,をぞくぞくさせる；わくわくする,Her violin performance thrilled the audience.,彼女のバイオリン演奏は聴衆をぞくぞくさせた。
1033,nod,verb,2,11,うなずく；会釈する；うとうとする,The patient nodded in agreement with her doctor.,患者は担当の医師に同意してうなずいた。
1034,bow,verb,2,11,おじぎする；屈服する,The actors bowed to the audience after the musical was over.,ミュージカルが終わった後，俳優たちは観客に向かっておじぎした。
1035,blend,verb,2,11,を混ぜる；を調和させる；（～に）溶け込む（into）,The coffee brand blends Ethiopian beans with Brazilian ones.,バリスタはエチオピア産の豆をブラジル産の豆と混ぜ合わせる。
1036,complicate,verb,2,11,を複雑にする,"Only Lina disagreed with us, which complicated the situation.",リーナだけが私たちに反対し，そのことが状況を複雑にした。
1037,pitch,verb,2,11,を投げる；倒れる；縦揺れする,She pitched some wood into the fire.,彼女はいくらかの木を火の中に投げ入れた。
1038,persist,verb,2,11,続く；固執する,His sadness persisted for a long time after his mother's death.,母親の死後，彼の悲しみは長い間続いた。
1039,dedicate,verb,2,11,をささげる；を献呈する,He dedicates his life to the study of insects.,彼は人生を昆虫の研究にささげている。
1040,equip,verb,2,11,に備えつける,Robert's new car is equipped with a great music system.,ロバートの新しい車はすばらしい音楽装置を備えている。
1041,premise,noun,2,11,前提；（～s）（建物を含めた）構内，敷地,All logical arguments have two premises and a conclusion.,論理的な主張はすべて２つの前提と１つの結論を備えている。
1042,input,noun,2,11,入力（情報）、投入；（情報・時間などの）提供,The incorrect input of data led to the wrong conclusion.,不正確なデータの入力が誤った結論につながった。
1043,merit,noun,2,11,利点（⇔demerit 欠点）；功績；真価,The novel has the merit of being informative and entertaining.,その小説には情報に富みおもしろいという利点がある。
1044,sympathy,noun,2,11,同情；（～に対する）共感（with/for）,I had sympathy for my injured friend.,私はけがをした友人に同情した。
1045,compliment,noun,2,11,賛辞；表敬,"After receiving a compliment from his teacher, he smiled back.",先生から賛辞を受けた後，彼はほほえみを返した。
1046,infrastructure,noun,2,11,インフラ、基本的施設；（経済）基盤,The typhoon destroyed much of the city's infrastructure.,その台風は市のインフラの多くを破壊した。
1047,ray,noun,2,11,光線；ひらめき、一筋の光明,The sun's rays are strongest in the summer.,太陽光線は夏に最も強くなる。
1048,distress,noun,2,11,苦悩；苦痛；困窮,Mary's poor behavior causes great distress for her mother.,メアリーのよくない行動が彼女の母親にとっての大きな苦悩の原因である。
1049,joint,noun,2,11,関節；接合（部）,I twisted one of my knee joints while running.,私はランニング中に片方のひざの関節をひねった。
1050,expedition,noun,2,11,遠征（隊）、探検（隊）,He went on an expedition to the South Pole.,彼は南極への探検に出発した。
1051,adolescent,noun,2,11,青年,Society must protect adolescents from dangerous websites.,社会は青年を危険なウェブサイトから守らなければならない。
1052,shade,noun,2,11,（日）陰；色合い；日よけ；微妙な相違,An elderly woman was sitting under the shade of a big tree.,1人の老婦人が大きな木の陰に座っていた。
1053,jury,noun,2,11,陪審（員団）；審査員団,A trial by jury is a standard practice in America.,アメリカでは陪審による裁判が標準的な慣習である。
1054,ethic,noun,2,11,倫理，道徳；（～s）倫理（道徳）規範,The country's people have a strong work ethic.,その国の人々は強い労働倫理を持っている。
1055,penalty,noun,2,11,（刑）罰；罰金；ペナルティー,He faced a heavy penalty for kidnapping.,彼は誘拐に対して重い刑罰を科せられた。
1056,faculty,noun,2,11,能力、機能；学部；教授陣,Using your creative faculties might help you solve the problem.,創造力を使うことはあなたがその問題を解決する助けになるかもしれない。
1057,scheme,noun,2,11,計画（≒plan）；体系；陰謀,The new housing scheme is only made possible by government action.,新しい住宅供給計画は政府の働きかけがあって初めて可能となる。
1058,nutrition,noun,2,11,栄養（の摂取）,The child receives balanced nutrition from a variety of foods.,その子供は種々の食べ物からバランスのいい栄養をとっている。
1059,particle,noun,2,11,（微）粒子；ほんのわずか,Cars release various gases and particles into the air.,車は空気中にさまざまなガスや粒子を放出する。
1060,molecule,noun,2,11,分子；微粒子,Electron microscopes allow us to investigate organic molecules.,電子顕微鏡は私たちが有機分子を調べるのを可能にする。
1061,nationality,noun,2,11,国籍；国民；国民性,People say that her nationality is Japanese.,彼女の国籍は日本だと言われている。
1062,poll,noun,2,11,世論調査；投票（数）,An opinion poll asks people about their political preferences.,世論調査は人々に政治的志向について尋ねる。
1063,clinic,noun,2,11,診療所、クリニック；（病院内の）～科,He started a medical clinic after working at a university hospital.,彼は大学病院で働いた後，内科診療所を始めた。
1064,dementia,noun,2,11,認知症,Some aging patients with dementia go missing when they are out alone.,高齢者施設では，認知症のために外出すると行方不明になる人がいる。
1065,fatigue,noun,2,11,疲労（≒exhaustion）,The best way to relieve your fatigue is to have sufficient sleep.,疲労を和らげる最善の方法は十分な睡眠をとることである。
1066,dilemma,noun,2,11,ジレンマ、板ばさみ,He is faced with the dilemma of whether to quit his job.,彼は仕事を辞めるかどうかというジレンマに直面している。
1067,queue,noun,2,11,（英）（順番を待つ）列,He joined the queue of people waiting for the bus.,彼はバスを待つ人々の列に加わった。
1068,curve,noun,2,11,（道路などの）カーブ；曲線,He drove through many curves on the mountain roads.,彼は山道のたくさんのカーブを車で通り抜けた。
1069,narrative,noun,2,11,物語、話；（小説の）叙述部分、地の文,He wrote a narrative based on his years living abroad.,彼は自分の外国生活を基にした物語を書いた。
1070,fingerprint,noun,2,11,指紋,Even a fingerprint left on a glass may cause a complaint from a customer.,グラスに残っている指紋でさえも客からの苦情を招くことがある。
1071,file,noun,2,11,ファイル，綴じ込み；（コンピュータの）ファイル；とじ込み帳,Please refer to the attached file for the details.,詳細については添付のファイルを参照してください。
1072,wilderness,noun,2,11,荒野；（庭・町などの）放置された部分,He is planning to explore the Alaskan wilderness.,彼はアラスカの荒野を探検することを計画している。
1073,pesticide,noun,2,11,殺虫剤；除草剤（≒herbicide）,Organic foods are produced without chemical pesticides.,有機食品は化学殺虫剤を使わずに作られる。
1074,panic,noun,2,11,大混乱，パニック；（金融）恐慌,She got into a panic when she couldn't find her credit card.,彼女はクレジットカードが見つからなかったときパニックに陥った。
1075,fabric,noun,2,11,織物、布（地）；構造,Using organic cotton as fabric for clothes has become widespread.,洋服の生地としてオーガニックコットンを使うことが広まってきている。
1076,fantasy,noun,2,11,空想；幻想；幻想的作品,The unique feature of this movie is its fusion of reality and fantasy.,この映画の独自の特徴は現実と空想の融合である。
1077,fancy,noun,2,11,（気まぐれな）好み；空想；思いつき,I took a great fancy to my piano teacher.,私はピアノの先生をとても好きになった。
1078,virtue,noun,2,11,美徳（⇔vice 悪）；長所；効能,Most children are taught the virtue of honesty from old stories.,たいていの子供は昔話から正直という美徳を教わる。
1079,grateful,adjective,2,11,感謝している,I am really grateful to you and your family for your hospitality.,私はあなたとあなたのご家族の親切なおもてなしに本当に感謝しています。
1080,valid,adjective,2,11,妥当な（⇔ invalid 妥当でない）；有効な,The conclusion he drew from the evidence was valid.,彼がその証拠から導いた結論は妥当であった。
1081,elaborate,adjective,2,11,入念な；凝った,He made an elaborate plan to climb Mont Blanc.,彼はモンブランに登る入念な計画を立てた。
1082,moderate,adjective,2,11,適度な；穏健な,The doctor recommended that my father take moderate exercise every day.,医師は私の父に毎日適度な運動をするように勧めた。
1083,dynamic,adjective,2,11,活動的な、精力的な；動的な（⇔static 静的な）,All the audience was touched by the dynamic performance of the actor.,観客は皆その役者の精力的な演技に感動した。
1084,brave,adjective,2,11,勇敢な（⇔cowardly 臆病な）；見事な,He was a brave fighter who challenged hundreds of enemies by himself.,彼は1人で何百人もの敵兵に挑んだ勇敢な兵士であった。
1085,brilliant,adjective,2,11,すばらしい；才能にあふれた；きらめく,She is such a brilliant violinist that she can play any type of music.,彼女はとてもすばらしいバイオリン奏者で，どんな種類の音楽も演奏することができる。
1086,tremendous,adjective,2,11,途方もない、莫大な；すばらしい,Tokyo spent a tremendous amount of money on moving its fish market.,東京都は魚市場を移転することに莫大な金額を費やした。
1087,oral,adjective,2,11,口頭の,The student gave an oral report on the subject.,その生徒はその課題について口頭での報告をした。
1088,innocent,adjective,2,11,無罪の（⇔guilty 有罪の）；無邪気な；無知の,The court found her innocent and she was released.,裁判所が彼女を無罪だと判定し，彼女は釈放された。
1089,subsequent,adjective,2,11,その後の,The village was severely damaged by heavy rains and subsequent floods.,村は豪雨とその後の洪水によって大きな損害を受けた。
1090,shallow,adjective,2,11,浅い（⇔deep 深い）；浅薄な,Children can walk around in the shallow end of the pool.,子供たちはプールの浅いほうの端で歩き回ることができる。
1091,indifferent,adjective,2,11,無関心な（≒uninterested）,Many young people are indifferent to politics and the economy.,多くの若者は政治や経済に無関心である。
1092,inferior,adjective,2,11,より劣った（⇔superior よりすぐれた）,I think this wine is inferior to that wine in flavor.,このワインはあのワインより風味が劣っていると私は思う。
1093,awkward,adjective,2,11,気まずい；ぎこちない；厄介な,"After her remark, there was an awkward silence.",彼女の発言の後，気まずい沈黙があった。
1094,obese,adjective,2,11,肥満した,A survey shows that 30 percent of men are obese.,ある調査は男性の30パーセントが肥満であることを示している。
1095,pregnant,adjective,2,11,妊娠した；（～で）満ちている（with）,Pregnant women are advised not to take any medicine.,妊娠している女性はいかなる薬も服用しないように勧められる。
1096,intimate,adjective,2,11,親密な；密接な,The actress described her intimate relationship with her husband.,その女優は夫との親密な関係について述べた。
1097,medieval,adjective,2,11,中世の；時代遅れの,He has a deep interest in medieval European history.,彼は中世ヨーロッパ史に深い関心を抱いている。
1098,sacred,adjective,2,11,神聖な（≒holy）；宗教的な；厳粛な,Buddhists in Osaka paid a large sum to maintain their sacred temple.,大阪の仏教徒たちは自分たちの神聖な寺を維持するために大金を払った。
1099,simultaneously,adverb,2,11,（～と）同時に（with）；一斉に,"Suddenly, heavy rain hit the town simultaneously with lightning.",突然，雷と同時に大雨が町を襲った。
